YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2022 08 06 15 50 215  5.0  5.9 99.00 99.00 99.00 999 1024.4  25.8  26.2  23.9 99.0 99.00 
2022 08 06 16 00 215  5.0  6.1 99.00 99.00 99.00 999 1024.3  25.7  26.3  23.8 99.0 99.00 
2022 08 06 16 10 214  4.7  5.6 99.00 99.00 99.00 999 1024.3  25.8  26.3  23.8 99.0 99.00 
2022 08 06 16 20 214  5.0  6.4 99.00 99.00 99.00 999 1024.3  25.8  26.3  23.9 99.0 99.00 
2022 08 06 16 30 215  5.3  6.3 99.00 99.00 99.00 999 1024.4  25.8  26.3  23.8 99.0 99.00 
2022 08 06 16 40 217  5.2  6.3  0.69  4.76  4.14 200 1024.4  25.9  26.4  23.8 99.0 99.00 
2022 08 06 16 50 217  5.6  6.8 99.00 99.00 99.00 999 1024.4  25.9  26.4  23.8 99.0 99.00 
2022 08 06 17 00 215  5.9  6.8 99.00 99.00 99.00 999 1024.3  25.9  26.4  23.9 99.0 99.00 
2022 08 06 17 10 212  5.9  7.0 99.00 99.00 99.00 999 1024.2  25.9  26.4  24.0 99.0 99.00 
2022 08 06 17 20 212  5.8  7.0 99.00 99.00 99.00 999 1024.2  25.9  26.5  24.0 99.0 99.00 
2022 08 06 17 30 218  5.3  6.3 99.00 99.00 99.00 999 1024.0  26.0  26.6  24.2 99.0 99.00 
2022 08 06 17 40 216  5.1  6.3  0.64  4.76  3.97 199 1024.1  26.0  26.6  24.2 99.0 99.00 
2022 08 06 17 50 213  5.2  6.3 99.00 99.00 99.00 999 1024.1  26.0  26.6  24.0 99.0 99.00 
2022 08 06 18 00 213  5.3  6.5 99.00 99.00 99.00 999 1024.0  26.1  26.6  23.7 99.0 99.00 
2022 08 06 18 10 211  5.1  6.0 99.00 99.00 99.00 999 1023.9  26.2  26.7  23.8 99.0 99.00 
2022 08 06 18 20 210  5.1  6.0 99.00 99.00 99.00 999 1023.9  26.2  26.7  23.8 99.0 99.00 
2022 08 06 18 30 212  5.8  6.9 99.00 99.00 99.00 999 1023.8  26.3  26.7  23.8 99.0 99.00 
2022 08 06 18 40 212  6.2  7.7  0.61  5.26  3.80 199 1023.7  26.3  26.7  23.6 99.0 99.00 
2022 08 06 18 50 211  6.5  7.5 99.00 99.00 99.00 999 1023.6  26.4  26.7  23.7 99.0 99.00 
2022 08 06 19 00 210  6.4  7.7 99.00 99.00 99.00 999 1023.6  26.4  26.7  23.6 99.0 99.00 
2022 08 06 19 10 213  6.2  7.3 99.00 99.00 99.00 999 1023.6  26.5  26.7  23.7 99.0 99.00 
2022 08 06 19 20 216  6.5  7.5 99.00 99.00 99.00 999 1023.7  26.5  26.8  23.6 99.0 99.00 
2022 08 06 19 30 215  6.4  7.5 99.00 99.00 99.00 999 1023.6  26.5  26.8  23.6 99.0 99.00 
2022 08 06 19 40 209  6.4  7.6  0.58  4.76  3.93 202 1023.4  26.5  26.8  23.5 99.0 99.00 
2022 08 06 19 50 212  6.5  7.8 99.00 99.00 99.00 999 1023.4  26.6  26.8  23.8 99.0 99.00 
2022 08 06 20 00 216  6.4  7.6 99.00 99.00 99.00 999 1023.4  26.5  26.7  24.0 99.0 99.00 
2022 08 06 20 10 216  6.1  7.1 99.00 99.00 99.00 999 1023.2  26.5  26.7  24.0 99.0 99.00 
2022 08 06 20 20 212  6.1  7.2 99.00 99.00 99.00 999 1023.1  26.6  26.7  24.2 99.0 99.00 
2022 08 06 20 30 213  6.0  7.1 99.00 99.00 99.00 999 1023.0  26.6  26.7  24.3 99.0 99.00 
2022 08 06 20 40 212  5.9  7.3  0.57  4.76  3.84 203 1022.8  26.6  26.8  24.4 99.0 99.00 
2022 08 06 20 50 208  6.1  7.7 99.00 99.00 99.00 999 1022.8  26.6  26.8  24.6 99.0 99.00 
2022 08 06 21 00 207  6.2  7.4 99.00 99.00 99.00 999 1022.7  26.6  26.8  24.8 99.0 99.00 
2022 08 06 21 10 212  6.4  7.6 99.00 99.00 99.00 999 1022.8  26.6  26.8  24.9 99.0 99.00 
2022 08 06 21 20 212  6.0  7.5 99.00 99.00 99.00 999 1022.7  26.6  26.8  25.1 99.0 99.00 
2022 08 06 21 30 210  6.2  7.4 99.00 99.00 99.00 999 1022.8  26.6  26.8  25.2 99.0 99.00 
2022 08 06 21 40 213  6.3  7.4  0.60  4.76  3.77 210 1022.7  26.6  26.8  25.3 99.0 99.00 
2022 08 06 21 50 209  6.5  7.5 99.00 99.00 99.00 999 1022.7  26.6  26.8  25.4 99.0 99.00 
2022 08 06 22 00 209  6.2  7.3 99.00 99.00 99.00 999 1022.7  26.6  26.8  25.5 99.0 99.00 
2022 08 06 22 10 204  6.5  7.6 99.00 99.00 99.00 999 1022.6  26.5  26.8  25.4 99.0 99.00 
2022 08 06 22 20 203  6.6  8.1 99.00 99.00 99.00 999 1022.5  26.5  26.8  25.5 99.0 99.00 
2022 08 06 22 30 204  6.8  8.6 99.00 99.00 99.00 999 1022.4  26.5  26.8  25.5 99.0 99.00 
2022 08 06 22 40 204  6.8  8.1  0.66  8.33  3.88 143 1022.5  26.5  26.8  25.4 99.0 99.00 
2022 08 06 22 50 206  6.8  8.2 99.00 99.00 99.00 999 1022.5  26.5  26.7  25.4 99.0 99.00 
2022 08 06 23 00 205  7.0  8.2 99.00 99.00 99.00 999 1022.7  26.5  26.7  25.3 99.0 99.00 
2022 08 06 23 10 209  6.9  8.6 99.00 99.00 99.00 999 1022.8  26.5  26.6  25.3 99.0 99.00 
2022 08 06 23 20 207  6.7  7.9 99.00 99.00 99.00 999 1022.8  26.5  26.6  25.2 99.0 99.00 
2022 08 06 23 30 207  6.7  8.1 99.00 99.00 99.00 999 1022.8  26.5  26.6  25.2 99.0 99.00 
2022 08 06 23 40 209  6.9  8.3  0.68  4.17  3.73 194 1023.0  26.4  26.5  25.0 99.0 99.00 
2022 08 06 23 50 212  6.6  7.6 99.00 99.00 99.00 999 1023.0  26.4  26.5  25.0 99.0 99.00 
2022 08 07 00 00 208  6.8  7.9 99.00 99.00 99.00 999 1023.1  26.4  26.5  25.0 99.0 99.00 
2022 08 07 00 10 204  6.7  7.8 99.00 99.00 99.00 999 1023.1  26.4 999.0  25.1 99.0 99.00 
2022 08 07 00 20 202  6.4  7.4 99.00 99.00 99.00 999 1023.2  26.4  26.5  25.2 99.0 99.00 
2022 08 07 00 30 201  6.5  7.7 99.00 99.00 99.00 999 1023.3  26.4  26.5  25.3 99.0 99.00 
2022 08 07 00 40 202  6.2  7.7  0.74  4.17  3.88 201 1023.3  26.4  26.5  25.4 99.0 99.00 
2022 08 07 00 50 201  6.8  8.1 99.00 99.00 99.00 999 1023.3  26.3  26.4  25.3 99.0 99.00 
2022 08 07 01 00 203  6.8  8.7 99.00 99.00 99.00 999 1023.5  26.4  26.4  25.3 99.0 99.00 
2022 08 07 01 10 203  6.4  7.9 99.00 99.00 99.00 999 1023.6  26.4  26.4  25.4 99.0 99.00 
2022 08 07 01 20 203  6.5  7.6 99.00 99.00 99.00 999 1023.7  26.4  26.4  25.4 99.0 99.00 
2022 08 07 01 30 204  6.6  8.0 99.00 99.00 99.00 999 1023.8  26.4  26.4  25.4 99.0 99.00 
2022 08 07 01 40 203  6.9  8.2  0.72  4.35  3.90 210 1023.9  26.3  26.4  25.3 99.0 99.00 
2022 08 07 01 50 204  6.8  8.4 99.00 99.00 99.00 999 1023.9  26.3  26.4  25.3 99.0 99.00 
2022 08 07 02 00 205  6.9  8.0 99.00 99.00 99.00 999 1023.8  26.3  26.4  25.3 99.0 99.00 
2022 08 07 02 10 206  6.5  7.8 99.00 99.00 99.00 999 1023.8  26.3  26.4  25.4 99.0 99.00 
2022 08 07 02 20 205  6.5  7.9 99.00 99.00 99.00 999 1023.8  26.3  26.3  25.4 99.0 99.00 
2022 08 07 02 30 205  6.7  8.1 99.00 99.00 99.00 999 1023.9  26.2  26.3  25.2 99.0 99.00 
2022 08 07 02 40 203  6.6  7.9  0.75  5.00  3.91 200 1023.9  26.3  26.3  25.2 99.0 99.00 
2022 08 07 02 50 201  6.9  8.4 99.00 99.00 99.00 999 1023.9  26.2  26.3  25.0 99.0 99.00 
2022 08 07 03 00 203  6.4  8.1 99.00 99.00 99.00 999 1023.9  26.3  26.3  25.0 99.0 99.00 
2022 08 07 03 10 205  6.4  7.6 99.00 99.00 99.00 999 1024.0  26.3  26.3  24.8 99.0 99.00 
2022 08 07 03 20 205  6.6  8.0 99.00 99.00 99.00 999 1023.9  26.3  26.3  24.7 99.0 99.00 
2022 08 07 03 30 205  6.9  8.6 99.00 99.00 99.00 999 1023.9  26.3  26.2  24.8 99.0 99.00 
2022 08 07 03 40 206  6.8  8.1 99.00 99.00 99.00 999 1024.0  26.3  26.2  24.8 99.0 99.00 
2022 08 07 03 50 205  6.8  8.2 99.00 99.00 99.00 999 1023.9  26.3  26.2  25.0 99.0 99.00 
2022 08 07 04 00 205  6.9  8.0 99.00 99.00 99.00 999 1023.8  26.3  26.1  25.0 99.0 99.00 
2022 08 07 04 10 205  7.0  8.2 99.00 99.00 99.00 999 1023.7  26.3  26.1  25.1 99.0 99.00 
2022 08 07 04 20 206  6.8  8.5 99.00 99.00 99.00 999 1023.8  26.3  26.1  25.1 99.0 99.00 
2022 08 07 04 30 209  6.5  7.7 99.00 99.00 99.00 999 1023.7  26.2  26.1  25.0 99.0 99.00 
2022 08 07 04 40 210  6.8  8.2  0.91  4.76  3.95 204 1023.6  26.2  26.1  25.1 99.0 99.00 
2022 08 07 04 50 210  6.7  8.2 99.00 99.00 99.00 999 1023.6  26.2  26.1  25.1 99.0 99.00 
2022 08 07 05 00 211  6.9  8.2 99.00 99.00 99.00 999 1023.6  26.2  26.1  25.1 99.0 99.00 
2022 08 07 05 10 211  7.0  9.0 99.00 99.00 99.00 999 1023.6  26.2  26.1  25.2 99.0 99.00 
2022 08 07 05 20 212  6.8  8.2 99.00 99.00 99.00 999 1023.6  26.2  26.2  25.2 99.0 99.00 
2022 08 07 05 30 211  6.6  7.8 99.00 99.00 99.00 999 1023.4  26.1  26.2  25.2 99.0 99.00 
2022 08 07 05 40 209  7.0  8.4  0.85  5.00  3.94 210 1023.3  26.1  26.2  25.2 99.0 99.00 
2022 08 07 05 50 214  7.2  8.6 99.00 99.00 99.00 999 1023.3  26.1  26.2  25.1 99.0 99.00 
2022 08 07 06 00 217  7.2  8.6 99.00 99.00 99.00 999 1023.3  26.1  26.2  25.0 99.0 99.00 
2022 08 07 06 10 218  7.2  9.0 99.00 99.00 99.00 999 1023.2  26.1  26.2  25.0 99.0 99.00 
2022 08 07 06 20 218  7.0  8.2 99.00 99.00 99.00 999 1023.1  26.1  26.2  25.1 99.0 99.00 
2022 08 07 06 30 218  7.1  8.5 99.00 99.00 99.00 999 1023.1  26.1  26.2  25.1 99.0 99.00 
2022 08 07 06 40 217  7.1  8.9  0.84  4.76  3.94 199 1023.0  26.0 999.0  25.0 99.0 99.00 
2022 08 07 06 50 218  6.8  8.5 99.00 99.00 99.00 999 1022.9  26.0  26.2  25.0 99.0 99.00 
2022 08 07 07 00 218  6.8  8.2 99.00 99.00 99.00 999 1022.9  26.0  26.2  25.0 99.0 99.00 
2022 08 07 07 10 218  6.7  8.5 99.00 99.00 99.00 999 1022.9  26.0  26.2  25.0 99.0 99.00 
2022 08 07 07 20 216  6.7  8.1 99.00 99.00 99.00 999 1022.8  26.0  26.2  25.0 99.0 99.00 
2022 08 07 07 30 214  6.6  7.8 99.00 99.00 99.00 999 1022.7  26.0  26.1  25.0 99.0 99.00 
2022 08 07 07 40 213  6.7  8.5  0.90  5.00  3.95 223 1022.6  26.0  26.1  25.0 99.0 99.00 
2022 08 07 07 50 213  6.8  8.1 99.00 99.00 99.00 999 1022.6  26.0  26.1  25.0 99.0 99.00 
2022 08 07 08 00 215  6.9  8.5 99.00 99.00 99.00 999 1022.6  26.0  26.1  25.0 99.0 99.00 
2022 08 07 08 10 216  6.6  8.1 99.00 99.00 99.00 999 1022.6  26.0  26.1  25.1 99.0 99.00 
2022 08 07 08 20 217  6.5  7.9 99.00 99.00 99.00 999 1022.6  25.9  26.1  25.0 99.0 99.00 
2022 08 07 08 30 218  6.5  7.6 99.00 99.00 99.00 999 1022.7  25.9  26.1  25.0 99.0 99.00 
2022 08 07 08 40 218  6.5  8.0  0.83  4.76  4.00 216 1022.7  25.9  26.1  25.0 99.0 99.00 
2022 08 07 08 50 219  6.7  7.9 99.00 99.00 99.00 999 1022.7  25.9  26.1  25.0 99.0 99.00 
2022 08 07 09 00 218  6.7  8.1 99.00 99.00 99.00 999 1022.6  25.9  26.1  25.0 99.0 99.00 
2022 08 07 09 10 218  6.3  7.5 99.00 99.00 99.00 999 1022.7  25.9  26.1  25.0 99.0 99.00 
2022 08 07 09 20 220  6.2  7.5 99.00 99.00 99.00 999 1022.8  25.9  26.1  25.0 99.0 99.00 
2022 08 07 09 30 222  6.2  7.6 99.00 99.00 99.00 999 1022.8  25.9  26.1  25.0 99.0 99.00 
2022 08 07 09 40 221  5.9  7.0  0.88  5.26  4.16 221 1022.8  25.8  26.1  24.9 99.0 99.00 
2022 08 07 09 50 219  5.4  6.7 99.00 99.00 99.00 999 1023.0  25.8  26.1  24.9 99.0 99.00 
2022 08 07 10 00 221  5.3  6.4 99.00 99.00 99.00 999 1023.2  25.8  26.1  24.9 99.0 99.00 
2022 08 07 10 10 222  5.6  6.8 99.00 99.00 99.00 999 1023.3  25.8  26.1  24.9 99.0 99.00 
2022 08 07 10 20 221  5.5  6.6 99.00 99.00 99.00 999 1023.4  25.8  26.1  24.9 99.0 99.00 
2022 08 07 10 30 222  5.2  6.4 99.00 99.00 99.00 999 1023.5  25.8  26.1  24.9 99.0 99.00 
2022 08 07 10 40 221  4.8  5.9  0.89  5.26  4.23 220 1023.4  25.8  26.1  25.0 99.0 99.00 
2022 08 07 10 50 219  4.8  5.8 99.00 99.00 99.00 999 1023.6  25.8  26.0  25.0 99.0 99.00 
2022 08 07 11 00 219  4.8  6.0 99.00 99.00 99.00 999 1023.6  25.8  26.1  25.0 99.0 99.00 
2022 08 07 11 10 220  4.7  5.6 99.00 99.00 99.00 999 1023.7  25.8  26.0  25.0 99.0 99.00 
2022 08 07 11 20 221  4.9  5.8 99.00 99.00 99.00 999 1023.8  25.8  26.1  25.0 99.0 99.00 
2022 08 07 11 30 223  4.9  5.8 99.00 99.00 99.00 999 1023.7  25.8  26.1  25.0 99.0 99.00 
2022 08 07 11 40 221  4.9  5.9  0.84  5.00  4.37 218 1023.8  25.8  26.1  25.0 99.0 99.00 
2022 08 07 11 50 219  4.7  5.6 99.00 99.00 99.00 999 1023.7  25.8  26.0  25.0 99.0 99.00 
2022 08 07 12 00 217  5.0  6.1 99.00 99.00 99.00 999 1023.7  25.8  26.1  25.0 99.0 99.00 
2022 08 07 12 10 215  5.1  6.3 99.00 99.00 99.00 999 1023.7  25.8  26.1  25.1 99.0 99.00 
2022 08 07 12 20 214  5.6  6.6 99.00 99.00 99.00 999 1023.7  25.8  26.1  25.1 99.0 99.00 
2022 08 07 12 30 211  5.7  7.1 99.00 99.00 99.00 999 1023.8  25.8  26.1  25.1 99.0 99.00 
2022 08 07 12 40 211  5.7  6.9  0.92  5.26  4.37 224 1023.8  25.8  26.1  25.1 99.0 99.00 
2022 08 07 12 50 212  5.8  6.8 99.00 99.00 99.00 999 1023.7  25.8  26.1  25.1 99.0 99.00 
2022 08 07 13 00 213  5.6  6.7 99.00 99.00 99.00 999 1023.6  25.8  26.1  25.1 99.0 99.00 
2022 08 07 13 10 213  5.8  6.9 99.00 99.00 99.00 999 1023.6  25.8  26.1  25.1 99.0 99.00 
2022 08 07 13 20 212  5.9  7.0 99.00 99.00 99.00 999 1023.6  25.8  26.1  25.2 99.0 99.00 
2022 08 07 13 30 212  5.8  6.9 99.00 99.00 99.00 999 1023.6  25.8  26.1  25.2 99.0 99.00 
2022 08 07 13 40 213  5.7  6.7  0.88  5.00  4.37 216 1023.6  25.8  26.2  25.2 99.0 99.00 
2022 08 07 13 50 211  6.0  6.8 99.00 99.00 99.00 999 1023.5  25.8  26.1  25.2 99.0 99.00 
2022 08 07 14 00 210  5.9  7.1 99.00 99.00 99.00 999 1023.5  25.8  26.2  25.2 99.0 99.00 
2022 08 07 14 10 211  5.9  7.0 99.00 99.00 99.00 999 1023.5  25.9  26.2  25.3 99.0 99.00 
2022 08 07 14 20 214  6.0  7.2 99.00 99.00 99.00 999 1023.6  25.9  26.2  25.3 99.0 99.00 
2022 08 07 14 30 218  5.9  7.0 99.00 99.00 99.00 999 1023.6  25.9  26.2  25.3 99.0 99.00 
2022 08 07 14 40 220  6.1  7.2  0.91  5.00  4.30 228 1023.5  25.9  26.2  25.3 99.0 99.00 
2022 08 07 14 50 218  6.0  7.1 99.00 99.00 99.00 999 1023.5  25.9  26.3  25.3 99.0 99.00 
2022 08 07 15 00 216  6.2  7.4 99.00 99.00 99.00 999 1023.5  25.9  26.3  25.3 99.0 99.00 
2022 08 07 15 10 216  6.0  7.3 99.00 99.00 99.00 999 1023.5  25.9  26.3  25.3 99.0 99.00 
2022 08 07 15 20 215  6.1  7.4 99.00 99.00 99.00 999 1023.5  25.9  26.3  25.2 99.0 99.00 
2022 08 07 15 30 216  6.3  7.6 99.00 99.00 99.00 999 1023.5  26.0  26.3  25.3 99.0 99.00 
2022 08 07 15 40 217  6.1  7.2  0.79  5.26  4.20 219 1023.4  26.0  26.3  25.3 99.0 99.00 
2022 08 07 15 50 215  6.0  7.3 99.00 99.00 99.00 999 1023.2  26.0  26.4  25.3 99.0 99.00 
2022 08 07 16 00 215  5.9  7.2 99.00 99.00 99.00 999 1023.2  26.0  26.4  25.3 99.0 99.00 
2022 08 07 16 10 214  6.1  7.4 99.00 99.00 99.00 999 1023.0  26.0  26.4  25.2 99.0 99.00 
2022 08 07 16 20 212  6.4  7.6 99.00 99.00 99.00 999 1022.9  26.1  26.5  25.3 99.0 99.00 
2022 08 07 16 30 211  6.5  7.7 99.00 99.00 99.00 999 1022.8  26.1  26.5  25.3 99.0 99.00 
2022 08 07 16 40 210  6.6  8.0  0.88  4.76  4.15 218 1022.8  26.1  26.5  25.3 99.0 99.00 
2022 08 07 16 50 210  6.5  7.9 99.00 99.00 99.00 999 1022.8  26.1  26.5  25.3 99.0 99.00 
2022 08 07 17 00 212  6.4  7.7 99.00 99.00 99.00 999 1022.6  26.1  26.5  25.3 99.0 99.00 
2022 08 07 17 10 213  6.4  7.9 99.00 99.00 99.00 999 1022.5  26.1  26.5  25.4 99.0 99.00 
2022 08 07 17 20 213  6.4  7.6 99.00 99.00 99.00 999 1022.4  26.2  26.6  25.5 99.0 99.00 
2022 08 07 17 30 213  6.1  7.4 99.00 99.00 99.00 999 1022.3  26.2  26.6  25.5 99.0 99.00 
2022 08 07 17 40 213  6.3  7.6  0.85  4.76  4.04 221 1022.3  26.2  26.6  25.5 99.0 99.00 
2022 08 07 17 50 214  6.6  8.1 99.00 99.00 99.00 999 1022.2  26.2  26.6  25.5 99.0 99.00 
2022 08 07 18 00 215  6.7  8.1 99.00 99.00 99.00 999 1022.0  26.2  26.7  25.5 99.0 99.00 
2022 08 07 18 10 214  6.9  8.4 99.00 99.00 99.00 999 1022.0  26.2  26.7  25.5 99.0 99.00 
2022 08 07 18 20 217  6.6  8.1 99.00 99.00 99.00 999 1021.9  26.3  26.7  25.6 99.0 99.00 
2022 08 07 18 30 217  6.3  7.7 99.00 99.00 99.00 999 1021.9  26.3  26.7  25.6 99.0 99.00 
2022 08 07 18 40 214  6.4  7.6  0.82  4.76  3.99 219 1021.9  26.2  26.7  25.5 99.0 99.00 
2022 08 07 18 50 213  6.7  7.9 99.00 99.00 99.00 999 1021.7  26.2  26.8  25.5 99.0 99.00 
2022 08 07 19 00 213  6.9  8.6 99.00 99.00 99.00 999 1021.6  26.3  26.8  25.5 99.0 99.00 
2022 08 07 19 10 212  7.3  9.2 99.00 99.00 99.00 999 1021.5  26.4  26.8  25.6 99.0 99.00 
2022 08 07 19 20 214  7.0  9.2 99.00 99.00 99.00 999 1021.5  26.4  26.8  25.6 99.0 99.00 
2022 08 07 19 30 214  7.0  8.5 99.00 99.00 99.00 999 1021.4  26.4  26.8  25.5 99.0 99.00 
2022 08 07 19 40 216  7.1  8.6  0.87  4.76  3.98 224 1021.2  26.4  26.9  25.4 99.0 99.00 
2022 08 07 19 50 217  7.3  9.0 99.00 99.00 99.00 999 1021.2  26.5  26.9  25.4 99.0 99.00 
2022 08 07 20 00 216  7.6  9.7 99.00 99.00 99.00 999 1021.0  26.5  26.9  25.3 99.0 99.00 
2022 08 07 20 10 215  7.8  9.4 99.00 99.00 99.00 999 1020.9  26.5  26.9  25.2 99.0 99.00 
2022 08 07 20 20 215  7.8  9.2 99.00 99.00 99.00 999 1020.7  26.5  26.9  25.2 99.0 99.00 
2022 08 07 20 30 214  7.9  9.5 99.00 99.00 99.00 999 1020.5  26.5  26.8  25.2 99.0 99.00 
2022 08 07 20 40 214  7.9  9.4  0.81  4.76  3.76 231 1020.4  26.5  26.8  25.2 99.0 99.00 
2022 08 07 20 50 213  7.8  9.7 99.00 99.00 99.00 999 1020.2  26.5  26.8  25.3 99.0 99.00 
2022 08 07 21 00 212  7.9  9.2 99.00 99.00 99.00 999 1020.1  26.5  26.8  25.3 99.0 99.00 
2022 08 07 21 10 214  7.7  9.3 99.00 99.00 99.00 999 1020.1  26.5  26.8  25.2 99.0 99.00 
2022 08 07 21 20 215  7.5  9.1 99.00 99.00 99.00 999 1020.1  26.5  26.7  25.2 99.0 99.00 
2022 08 07 21 30 214  7.3  8.6 99.00 99.00 99.00 999 1020.1  26.5  26.7  25.3 99.0 99.00 
2022 08 07 21 40 215  7.1  8.7  0.88  4.76  3.78 226 1020.1  26.5  26.7  25.3 99.0 99.00 
2022 08 07 21 50 216  7.2  8.4 99.00 99.00 99.00 999 1020.1  26.5  26.7  25.2 99.0 99.00 
2022 08 07 22 00 218  6.8  8.4 99.00 99.00 99.00 999 1020.1  26.5  26.6  25.2 99.0 99.00 
2022 08 07 22 10 221  6.9  8.1 99.00 99.00 99.00 999 1020.1  26.5  26.6  25.3 99.0 99.00 
2022 08 07 22 20 220  6.6  7.9 99.00 99.00 99.00 999 1020.1  26.5  26.6  25.3 99.0 99.00 
2022 08 07 22 30 217  6.2  7.6 99.00 99.00 99.00 999 1020.0  26.4  26.6  25.3 99.0 99.00 
2022 08 07 22 40 216  6.5  7.7  0.84  4.55  3.84 235 1020.1  26.4  26.5  25.4 99.0 99.00 
2022 08 07 22 50 213  7.1  8.5 99.00 99.00 99.00 999 1019.9  26.4  26.5  25.5 99.0 99.00 
2022 08 07 23 00 214  7.1  8.5 99.00 99.00 99.00 999 1020.1  26.4  26.5  25.5 99.0 99.00 
2022 08 07 23 10 212  7.2  8.7 99.00 99.00 99.00 999 1020.0  26.4  26.5  25.4 99.0 99.00 
2022 08 07 23 20 214  7.4  8.9 99.00 99.00 99.00 999 1020.1  26.4  26.5  25.4 99.0 99.00 
2022 08 07 23 30 216  7.6  9.0 99.00 99.00 99.00 999 1020.2  26.3  26.4  25.2 99.0 99.00 
2022 08 07 23 40 213  8.0  9.5  0.90  4.76  3.90 213 1020.2  26.4  26.4  25.1 99.0 99.00 
2022 08 07 23 50 216  7.3  8.7 99.00 99.00 99.00 999 1020.3  26.4  26.4  25.1 99.0 99.00 
2022 08 08 00 00 214  7.5  8.8 99.00 99.00 99.00 999 1020.3  26.3  26.4  25.1 99.0 99.00 
2022 08 08 00 10 212  7.6  9.0 99.00 99.00 99.00 999 1020.2  26.3  26.3  25.1 99.0 99.00 
2022 08 08 00 20 209  7.4  9.4 99.00 99.00 99.00 999 1020.1  26.3  26.3  25.2 99.0 99.00 
2022 08 08 00 30 209  7.4  8.7 99.00 99.00 99.00 999 1020.2  26.3  26.3  25.3 99.0 99.00 
2022 08 08 00 40 211  7.0  8.7  0.95  5.00  4.05 216 1020.3  26.2  26.2  25.3 99.0 99.00 
2022 08 08 00 50 211  6.9  8.4 99.00 99.00 99.00 999 1020.4  26.2  26.2  25.3 99.0 99.00 
2022 08 08 01 00 212  7.0  8.4 99.00 99.00 99.00 999 1020.4  26.2  26.1  25.4 99.0 99.00 
2022 08 08 01 10 210  7.3  8.6 99.00 99.00 99.00 999 1020.4  26.2  26.1  25.4 99.0 99.00 
2022 08 08 01 20 212  7.2  8.9 99.00 99.00 99.00 999 1020.6  26.1  26.1  25.2 99.0 99.00 
2022 08 08 01 30 216  6.8  8.1 99.00 99.00 99.00 999 1020.7  26.1  26.1  25.2 99.0 99.00 
2022 08 08 01 40 215  6.9  8.5  0.87  4.76  4.11 218 1020.7  26.1  26.1  25.2 99.0 99.00 
2022 08 08 01 50 213  7.0  8.5 99.00 99.00 99.00 999 1020.7  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 00 213  7.0  8.3 99.00 99.00 99.00 999 1020.6  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 10 214  6.8  8.1 99.00 99.00 99.00 999 1020.6  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 20 213  7.3  8.6 99.00 99.00 99.00 999 1020.6  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 30 212  7.6  9.2 99.00 99.00 99.00 999 1020.5  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 40 210  7.7  9.2  0.94  4.76  4.04 224 1020.4  26.1  26.0  25.2 99.0 99.00 
2022 08 08 02 50 210  7.6  8.9 99.00 99.00 99.00 999 1020.3  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 00 210  7.2  8.4 99.00 99.00 99.00 999 1020.3  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 10 211  7.1  8.7 99.00 99.00 99.00 999 1020.2  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 20 210  7.5  8.9 99.00 99.00 99.00 999 1020.0  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 30 209  7.6  9.5 99.00 99.00 99.00 999 1020.0  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 40 208  7.7  9.3  0.94  4.76  3.90 218 1020.0  26.1  25.9  25.1 99.0 99.00 
2022 08 08 03 50 208  7.8  9.5 99.00 99.00 99.00 999 1019.9  26.1  25.8  25.1 99.0 99.00 
2022 08 08 04 00 210  8.0  9.7 99.00 99.00 99.00 999 1019.9  26.1  25.8  25.1 99.0 99.00 
2022 08 08 04 10 211  8.0  9.6 99.00 99.00 99.00 999 1019.8  26.1  25.8  25.1 99.0 99.00 
2022 08 08 04 20 210  8.3 10.0 99.00 99.00 99.00 999 1019.8  26.1  25.8  25.1 99.0 99.00 
2022 08 08 04 30 209  8.6 10.3 99.00 99.00 99.00 999 1019.6  26.1  25.8  25.1 99.0 99.00 
2022 08 08 04 40 209  8.6 10.7  1.00  5.00  4.08 220 1019.6  26.1  25.7  25.1 99.0 99.00 
2022 08 08 04 50 208  8.3  9.8 99.00 99.00 99.00 999 1019.4  26.1  25.7  25.1 99.0 99.00 
2022 08 08 05 00 209  8.7 10.7 99.00 99.00 99.00 999 1019.4  26.1  25.7  25.1 99.0 99.00 
2022 08 08 05 10 211  8.1  9.7 99.00 99.00 99.00 999 1019.5  26.1  25.7  25.2 99.0 99.00 
2022 08 08 05 20 213  8.2 10.2 99.00 99.00 99.00 999 1019.4  26.0  25.7  25.1 99.0 99.00 
2022 08 08 05 30 213  8.0  9.8 99.00 99.00 99.00 999 1019.4  26.0  25.6  25.2 99.0 99.00 
2022 08 08 05 40 216  7.5  9.1  1.08  4.55  4.06 213 1019.4  26.0  25.6  25.2 99.0 99.00 
